Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Woodbine Heights,43.689700000000066,-79.30681999999996,RBC Royal Bank,43.685656308058014,-79.31354760637913,Bank
Woodbine Heights,43.689700000000066,-79.30681999999996,East York Curling Club,43.69682672948465,-79.31365836861947,Curling Ice
Woodbine Heights,43.689700000000066,-79.30681999999996,Firkin on Danforth,43.685553,-79.313427,Irish Pub
Woodbine Heights,43.689700000000066,-79.30681999999996,Value Village,43.68585413175487,-79.31202694827303,Thrift / Vintage Store
Woodbine Heights,43.689700000000066,-79.30681999999996,Sobeys Danforth,43.687392,-79.303888,Grocery Store
Woodbine Heights,43.689700000000066,-79.30681999999996,DeSerres,43.68554558487905,-79.31350900895998,Arts & Crafts Store
Woodbine Heights,43.689700000000066,-79.30681999999996,RBC Royal Bank,43.68948904808594,-79.2965912825779,Bank
Woodbine Heights,43.689700000000066,-79.30681999999996,Grillies,43.68854966451388,-79.30002466772105,Mexican Restaurant
Woodbine Heights,43.689700000000066,-79.30681999999996,Double Sushi,43.68947461214495,-79.29582755305405,Sushi Restaurant
Woodbine Heights,43.689700000000066,-79.30681999999996,Seb's Cappuccino,43.684974853747605,-79.31610439784015,Café
Woodbine Heights,43.689700000000066,-79.30681999999996,Vincenzo's Grocery,43.68792028730093,-79.30530638628598,Grocery Store
Woodbine Heights,43.689700000000066,-79.30681999999996,Pavillion Pastries,43.688560652640675,-79.30191525698254,Café
Woodbine Heights,43.689700000000066,-79.30681999999996,Carter's Ice Cream,43.68545903393302,-79.31534821599264,Ice Cream Shop
Woodbine Heights,43.689700000000066,-79.30681999999996,The Beer Store,43.6937312,-79.3167591,Beer Store
Woodbine Heights,43.689700000000066,-79.30681999999996,Dollarama,43.685818,-79.313416,Discount Store
Woodbine Heights,43.689700000000066,-79.30681999999996,Popeyes Louisiana Kitchen,43.68903107023152,-79.29789573876326,Fried Chicken Joint
Woodbine Heights,43.689700000000066,-79.30681999999996,Maple Leaf Dairy Ice Cream Parlor,43.689677228699956,-79.29477863537868,Ice Cream Shop
Woodbine Heights,43.689700000000066,-79.30681999999996,Main Street Subway Station,43.68910856344984,-79.30166156422199,Metro Station
Woodbine Heights,43.689700000000066,-79.30681999999996,TTC Bus 113 Danforth,43.68921652628386,-79.30161609483935,Bus Line
Woodbine Heights,43.689700000000066,-79.30681999999996,John's Hobby Shop,43.68630966732556,-79.3102534137641,Arts & Crafts Store
Woodbine Heights,43.689700000000066,-79.30681999999996,Tim Hortons,43.6882527,-79.3005697,Coffee Shop
Woodbine Heights,43.689700000000066,-79.30681999999996,Pizza Pizza,43.689536157639175,-79.2956846995394,Pizza Place
Woodbine Heights,43.689700000000066,-79.30681999999996,Twelfth Fret,43.68608733932844,-79.31153476172945,Music Store
Woodbine Heights,43.689700000000066,-79.30681999999996,Main Square Community Recreation Centre,43.68706393827176,-79.30030406404974,Gym / Fitness Center
Woodbine Heights,43.689700000000066,-79.30681999999996,Cozy Cafe and Bakery,43.685654834977385,-79.31299920344759,Bakery
Woodbine Heights,43.689700000000066,-79.30681999999996,L.B. Supermarket,43.69527510260859,-79.30320973600047,Grocery Store
Woodbine Heights,43.689700000000066,-79.30681999999996,Hirut Ethiopian Cuisine,43.68559664586179,-79.31373653600554,Ethiopian Restaurant
Woodbine Heights,43.689700000000066,-79.30681999999996,Silly Goose Kids,43.68561,-79.31379,Toy / Game Store
Woodbine Heights,43.689700000000066,-79.30681999999996,Moberly Natural Foods,43.685482,-79.313882,Health Food Store
Woodbine Heights,43.689700000000066,-79.30681999999996,Domino's Pizza,43.683816221404776,-79.30136601224518,Pizza Place
Woodbine Heights,43.689700000000066,-79.30681999999996,New Star Video,43.692565,-79.315937,Video Store
Woodbine Heights,43.689700000000066,-79.30681999999996,Luxy Nails,43.69285615840882,-79.3158494567113,Spa
Woodbine Heights,43.689700000000066,-79.30681999999996,Beaches Sports Centre,43.68512218088805,-79.29878515408633,Skating Rink
Woodbine Heights,43.689700000000066,-79.30681999999996,TTC Stop #13923,43.684072,-79.300062,Light Rail Station
Woodbine Heights,43.689700000000066,-79.30681999999996,Saks Fine Foods,43.683966939245316,-79.30011145002373,Restaurant
Woodbine Heights,43.689700000000066,-79.30681999999996,Pizza Nova,43.68517649056117,-79.31528851417788,Pizza Place
Woodbine Heights,43.689700000000066,-79.30681999999996,Toronto East Athletic Field,43.68513011077376,-79.29835589244514,Baseball Field
Woodbine Heights,43.689700000000066,-79.30681999999996,Steve's Quality Meat,43.685146,-79.315918,Market
Woodbine Heights,43.689700000000066,-79.30681999999996,Main Fitness,43.68326446885664,-79.30013346307538,Athletics & Sports
Woodbine Heights,43.689700000000066,-79.30681999999996,Wag On The Danforth,43.68498538929951,-79.31602553127523,Pet Store
Woodbine Heights,43.689700000000066,-79.30681999999996,Mary’s Brigadeiro,43.685024,-79.316227,Dessert Shop
Woodbine Heights,43.689700000000066,-79.30681999999996,Cassels Park,43.68172523081073,-79.31048886084318,Park
Woodbine Heights,43.689700000000066,-79.30681999999996,Barber's Lounge,43.684824,-79.316875,Salon / Barbershop
Woodbine Heights,43.689700000000066,-79.30681999999996,Wheels & Wings Hobbies,43.684794,-79.31694,Hobby Shop
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Cedarvale Park,43.692534923091934,-79.42870527613704,Field
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Cedarvale Ravine,43.690188230007266,-79.42610580222994,Trail
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Jerusalem Restaurant,43.70024147908061,-79.42895714630743,Middle Eastern Restaurant
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Churrasqueira Costa Verde,43.68736815263841,-79.43885021652879,BBQ Joint
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Starbucks,43.700598,-79.427433,Coffee Shop
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,St. Urbain Bagel,43.700646105156096,-79.42705925045371,Bagel Shop
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Il Mulino,43.69997901146859,-79.43071961082923,Italian Restaurant
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Starbucks,43.70067467006203,-79.43367319982447,Coffee Shop
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,The Beer Store,43.693529,-79.4412116,Beer Store
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Bi Bim Bap,43.70035223811227,-79.42871533999565,Korean Restaurant
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,TD Canada Trust,43.698273440465066,-79.43915069103241,Bank
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Subway,43.70034288090012,-79.42975945543918,Sandwich Place
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Phil White Arena,43.69130271699826,-79.43176051142332,Hockey Arena
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Thirsty Fox Pub,43.70007766000426,-79.4300835905634,Gastropub
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Section 220 - The Red Brigade,43.68639832350953,-79.42857338070692,Soccer Stadium
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Best Choice Fruits And Flowers,43.69060058053154,-79.4382177360029,Grocery Store
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Sun Milk Variety,43.68791607464009,-79.42426469284547,Convenience Store
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Winona Market,43.68703,-79.435827,Convenience Store
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,New Casa Abril,43.69118526770723,-79.44010997487813,Seafood Restaurant
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Oakwood Pizzeria,43.689127,-79.439415,Pizza Place
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Pizza Pazza,43.69964037422885,-79.43186521436179,Pizza Place
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Monami 153 Sushi,43.68753999230954,-79.43888263723545,Japanese Restaurant
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,One Plus One Pizza,43.68717694614031,-79.43875838831099,Pizza Place
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Baskin-Robbins,43.70007208571274,-79.4299327536139,Ice Cream Shop
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,109 Marlee Bus,43.69916863594773,-79.43554379538753,Bus Line
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Domino's Pizza,43.68678401471573,-79.43869829378468,Pizza Place
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Swiss Chalet,43.700213098161875,-79.42857044571161,Restaurant
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Pizzaiolo,43.70024186133505,-79.42884816263991,Pizza Place
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Oakwood Espresso,43.686403,-79.438795,Coffee Shop
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,641 Vaughan Road,43.69333642680965,-79.44191536488546,Rental Service
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Oakwood Hardware,43.68593,-79.438512,American Restaurant
Humewood-Cedarvale,43.69211000000006,-79.43035999999995,Parkway Fine Foods,43.700625132640035,-79.42718846729194,Food & Drink Shop
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,Sushi Zuki,43.69449449646573,-79.45614091259421,Japanese Restaurant
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,Churrasqueira Costa Verde,43.68736815263841,-79.43885021652879,BBQ Joint
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,Tim Hortons,43.6957155747294,-79.4491392374038,Coffee Shop
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,Rebozos,43.68477300934671,-79.44958805834105,Mexican Restaurant
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,Doce Minho Pastry & Bakery,43.6918926751435,-79.44819075003524,Bakery
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,Dollarama,43.696349,-79.450916,Discount Store
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,Pizza Hut,43.68305062999709,-79.44616326614894,Pizza Place
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,The Beer Store,43.693529,-79.4412116,Beer Store
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,TD Canada Trust,43.69548525514628,-79.4517315417083,Bank
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,Pizza Hut,43.69567319999999,-79.4515145,Pizza Place
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,York Academy of Martial Arts,43.68762147805076,-79.44647645763582,Gym
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,Fairbank Memorial Park,43.69202800194052,-79.44892353333186,Park
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,Shoppers Drug Mart,43.695714,-79.450789,Pharmacy
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,Nairn Park,43.69065390931841,-79.4562995791835,Park
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,Maximum Woman,43.69065130310669,-79.45633320240984,Women's Store
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,Jason's No Frills,43.694789,-79.453038,Grocery Store
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,Churrasqueira Portugal BBQ & Grill,43.69560855197261,-79.44972466554799,Portuguese Restaurant
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,Mike's Men's Hair Styling,43.68381048287364,-79.45995366980489,Cosmetics Shop
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,TTC Blue Night Bus 332 Eglinton West,43.69580652075357,-79.44999292040539,Bus Line
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,Oakwood Pizzeria,43.689127,-79.439415,Pizza Place
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,New Casa Abril,43.69118526770723,-79.44010997487813,Seafood Restaurant
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,Ice Cream Truck,43.69563815508513,-79.4469599792405,Food Truck
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,641 Vaughan Road,43.69333642680965,-79.44191536488546,Rental Service
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,One Plus One Pizza,43.68717694614031,-79.43875838831099,Pizza Place
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,Oakwood Espresso,43.686403,-79.438795,Coffee Shop
Caledonia-Fairbanks,43.68784000000005,-79.45045999999995,Domino's Pizza,43.68678401471573,-79.43869829378468,Pizza Place
Leaside,43.709020000000066,-79.36348999999996,Local Leaside,43.71001166793114,-79.36351433524794,Sports Bar
Leaside,43.709020000000066,-79.36348999999996,Olde Yorke Fish & Chips,43.706141306111306,-79.3618288170822,Fish & Chips Shop
Leaside,43.709020000000066,-79.36348999999996,LCBO,43.710571304463954,-79.36028703241085,Liquor Store
Leaside,43.709020000000066,-79.36348999999996,Rack Attack,43.70693351467496,-79.36226108591485,Sporting Goods Shop
Leaside,43.709020000000066,-79.36348999999996,Enduro Sport,43.70605947915959,-79.36183454315712,Bike Shop
Leaside,43.709020000000066,-79.36348999999996,The Leaside Pub,43.7104676,-79.3638477,Restaurant
Leaside,43.709020000000066,-79.36348999999996,Aroma Espresso Bar,43.70561065613986,-79.36077468518098,Coffee Shop
Leaside,43.709020000000066,-79.36348999999996,Amsterdam Brewery,43.70640367812236,-79.3571624797495,Brewery
Leaside,43.709020000000066,-79.36348999999996,Charmaine Sweets,43.71271199043255,-79.358389377594,Bakery
Leaside,43.709020000000066,-79.36348999999996,Longo's,43.70643262604979,-79.35975310254634,Supermarket
Leaside,43.709020000000066,-79.36348999999996,Bulk Barn,43.70611573147322,-79.36054145695127,Grocery Store
Leaside,43.709020000000066,-79.36348999999996,PetSmart,43.7126819,-79.3626365,Pet Store
Leaside,43.709020000000066,-79.36348999999996,Mercedes-Benz Midtown,43.71358733310499,-79.36156776119117,Auto Dealership
Leaside,43.709020000000066,-79.36348999999996,Adamson Barbecue,43.71245206628728,-79.35308334020402,BBQ Joint
Leaside,43.709020000000066,-79.36348999999996,Kintako Japanese Restaurant,43.71159659251094,-79.36396207124376,Sushi Restaurant
Leaside,43.709020000000066,-79.36348999999996,HomeSense,43.7141708,-79.3577621,Furniture / Home Store
Leaside,43.709020000000066,-79.36348999999996,Five Guys,43.70554090286243,-79.36124932941571,Burger Joint
Leaside,43.709020000000066,-79.36348999999996,South St. Burger,43.71051026319384,-79.36158441272885,Burger Joint
Leaside,43.709020000000066,-79.36348999999996,Booster Juice,43.70617277,-79.36065194,Smoothie Shop
Leaside,43.709020000000066,-79.36348999999996,Millwood Melt,43.70313548357126,-79.36337749596078,Sandwich Place
Leaside,43.709020000000066,-79.36348999999996,Leaside Village,43.70568229146645,-79.36077693042236,Shopping Mall
Leaside,43.709020000000066,-79.36348999999996,Starbucks,43.713756,-79.365021,Coffee Shop
Leaside,43.709020000000066,-79.36348999999996,Leaside Memorial Gardens,43.70245739309342,-79.36094267840184,Skating Rink
Leaside,43.709020000000066,-79.36348999999996,Golf Town,43.7092672087377,-79.3622276186943,Sporting Goods Shop
Leaside,43.709020000000066,-79.36348999999996,Cupcakes,43.70602656677556,-79.36086417950665,Dessert Shop
Leaside,43.709020000000066,-79.36348999999996,Leaside Curling Club,43.70115660288897,-79.3607668632099,Curling Ice
Leaside,43.709020000000066,-79.36348999999996,Tim Hortons,43.70562930215073,-79.36102831503376,Coffee Shop
Leaside,43.709020000000066,-79.36348999999996,Marshalls,43.7138435,-79.3591035,Department Store
Leaside,43.709020000000066,-79.36348999999996,Subway,43.710410108561625,-79.36185814836224,Sandwich Place
Leaside,43.709020000000066,-79.36348999999996,Merchant of Tennis,43.706641516210304,-79.37536843217276,Sporting Goods Shop
Leaside,43.709020000000066,-79.36348999999996,Winners,43.7094205909056,-79.36093211174,Department Store
Leaside,43.709020000000066,-79.36348999999996,Amsterdam Barrel House,43.70602053200777,-79.36132913641597,Brewery
Leaside,43.709020000000066,-79.36348999999996,Starbucks,43.706564,-79.359591,Coffee Shop
Leaside,43.709020000000066,-79.36348999999996,TD Canada Trust Branch and ATM,43.7116872,-79.3637718,Bank
Leaside,43.709020000000066,-79.36348999999996,Shoeless Joes,43.7135032798817,-79.36541229739075,Sports Bar
Leaside,43.709020000000066,-79.36348999999996,RBC Royal Bank,43.71014782237411,-79.36311534233931,Bank
Leaside,43.709020000000066,-79.36348999999996,Staples,43.714109804092125,-79.35839742422104,Paper / Office Supplies Store
Leaside,43.709020000000066,-79.36348999999996,Mt Everest Restaurant,43.713265579296,-79.36652040161064,Indian Restaurant
Leaside,43.709020000000066,-79.36348999999996,The Beer Store,43.7057389,-79.3604382,Beer Store
Leaside,43.709020000000066,-79.36348999999996,Loblaws,43.700651,-79.359852,Grocery Store
Leaside,43.709020000000066,-79.36348999999996,Pier 1 Imports,43.7133394919619,-79.3643121421883,Furniture / Home Store
Leaside,43.709020000000066,-79.36348999999996,SportChek,43.70985360457569,-79.36045518457757,Sporting Goods Shop
Leaside,43.709020000000066,-79.36348999999996,Linen Chest,43.70693984029428,-79.35987973289845,Furniture / Home Store
Leaside,43.709020000000066,-79.36348999999996,Sunset Grill,43.71008051140994,-79.36252937590784,Breakfast Spot
Leaside,43.709020000000066,-79.36348999999996,Best Buy,43.709255121223215,-79.36168044805527,Electronics Store
Leaside,43.709020000000066,-79.36348999999996,The Great Canadian Bagel,43.71327461980094,-79.36502672732136,Bagel Shop
Leaside,43.709020000000066,-79.36348999999996,Mucho Burrito Fresh Mexican Grill,43.706746,-79.361707,Mexican Restaurant
Leaside,43.709020000000066,-79.36348999999996,Laird Plaza,43.70947413128063,-79.36100167126416,Shopping Mall
Leaside,43.709020000000066,-79.36348999999996,Iqbal foods,43.70575095291481,-79.35205378554073,Grocery Store
Leaside,43.709020000000066,-79.36348999999996,Second Cup,43.70609257849739,-79.37521557074282,Coffee Shop
Leaside,43.709020000000066,-79.36348999999996,Zipcar,43.714232,-79.36359,Rental Car Location
Leaside,43.709020000000066,-79.36348999999996,Pie In The Sky Studios,43.70389334732822,-79.3606991892169,Performing Arts Venue
Leaside,43.709020000000066,-79.36348999999996,Select Sandwich,43.714080841677884,-79.36023689117143,Restaurant
Leaside,43.709020000000066,-79.36348999999996,Rogers - No Wires Direct Egg,43.714004,-79.359951,Electronics Store
Leaside,43.709020000000066,-79.36348999999996,San Francesco,43.70367003846608,-79.36107837710395,Italian Restaurant
Leaside,43.709020000000066,-79.36348999999996,Nigiri-Ya,43.70321796865987,-79.36427941347655,Japanese Restaurant
Leaside,43.709020000000066,-79.36348999999996,Circle K,43.703167887490956,-79.36331150165189,Convenience Store
Leaside,43.709020000000066,-79.36348999999996,2001 Audio Video,43.71435601754531,-79.35830354690552,Electronics Store
Leaside,43.709020000000066,-79.36348999999996,Eglinton Ave E & Brentcliffe Rd,43.713964183135644,-79.3565206032949,Intersection
Leaside,43.709020000000066,-79.36348999999996,Leaside Pool,43.70120413245021,-79.3609921384128,Pool
Leaside,43.709020000000066,-79.36348999999996,Circusbus Party Bus Toronto,43.7159926,-79.37068207,Rental Service
Thorncliffe Park,43.70142000000004,-79.34904999999998,Costco,43.70705091308799,-79.3480933503406,Warehouse Store
Thorncliffe Park,43.70142000000004,-79.34904999999998,Amsterdam Brewery,43.70640367812236,-79.3571624797495,Brewery
Thorncliffe Park,43.70142000000004,-79.34904999999998,Iqbal Kebab & Sweet Centre,43.705923230061344,-79.35152127765924,Indian Restaurant
Thorncliffe Park,43.70142000000004,-79.34904999999998,Fit4Less,43.705689,-79.346018,Gym
Thorncliffe Park,43.70142000000004,-79.34904999999998,Bamiyan Kabob,43.70782435998825,-79.34344628586337,Afghan Restaurant
Thorncliffe Park,43.70142000000004,-79.34904999999998,Select Bakery,43.69410780356072,-79.34279334551296,Bakery
Thorncliffe Park,43.70142000000004,-79.34904999999998,Bikram Yoga East York,43.70545001006983,-79.35144826217264,Yoga Studio
Thorncliffe Park,43.70142000000004,-79.34904999999998,Pasha Authentic Turkish Cuisine,43.708239752282864,-79.34269885561817,Turkish Restaurant
Thorncliffe Park,43.70142000000004,-79.34904999999998,Leaside Curling Club,43.70115660288897,-79.3607668632099,Curling Ice
Thorncliffe Park,43.70142000000004,-79.34904999999998,Leaside Memorial Gardens,43.70245739309342,-79.36094267840184,Skating Rink
Thorncliffe Park,43.70142000000004,-79.34904999999998,Crothers' Woods,43.697723233185705,-79.35980823636636,Trail
Thorncliffe Park,43.70142000000004,-79.34904999999998,Greek Grill,43.69352294798757,-79.35023619963555,Greek Restaurant
Thorncliffe Park,43.70142000000004,-79.34904999999998,O'Connor Station,43.69347180078107,-79.34963379096611,Restaurant
Thorncliffe Park,43.70142000000004,-79.34904999999998,Leaside Bridge,43.69875145255187,-79.35025691986084,Bridge
Thorncliffe Park,43.70142000000004,-79.34904999999998,Subway,43.704596336290024,-79.34967021023124,Sandwich Place
Thorncliffe Park,43.70142000000004,-79.34904999999998,Shoppers Drug Mart,43.70581,-79.347044,Pharmacy
Thorncliffe Park,43.70142000000004,-79.34904999999998,Hero Certified Burgers,43.70551137025456,-79.34706447492002,Burger Joint
Thorncliffe Park,43.70142000000004,-79.34904999999998,Loblaws,43.700651,-79.359852,Grocery Store
Thorncliffe Park,43.70142000000004,-79.34904999999998,Hakka Garden,43.704578351261326,-79.34977027417523,Indian Restaurant
Thorncliffe Park,43.70142000000004,-79.34904999999998,Petro-Canada,43.704058,-79.348094,Gas Station
Thorncliffe Park,43.70142000000004,-79.34904999999998,Starbucks,43.707899,-79.343347,Coffee Shop
Thorncliffe Park,43.70142000000004,-79.34904999999998,Faley Restaurant,43.70811251975841,-79.34357902389091,Indian Restaurant
Thorncliffe Park,43.70142000000004,-79.34904999999998,A&W,43.706275,-79.34467,Fast Food Restaurant
Thorncliffe Park,43.70142000000004,-79.34904999999998,Iqbal foods,43.70575095291481,-79.35205378554073,Grocery Store
Thorncliffe Park,43.70142000000004,-79.34904999999998,Pizza Pizza,43.705564293137044,-79.34713894303022,Pizza Place
Thorncliffe Park,43.70142000000004,-79.34904999999998,The Beer Store,43.6942665,-79.3429256,Beer Store
Thorncliffe Park,43.70142000000004,-79.34904999999998,TD Canada Trust,43.7063562,-79.3456426,Bank
Thorncliffe Park,43.70142000000004,-79.34904999999998,Tim Hortons,43.7050898,-79.3505453,Coffee Shop
Thorncliffe Park,43.70142000000004,-79.34904999999998,Afghan Cuisine,43.7080751573203,-79.34298516936218,Afghan Restaurant
Thorncliffe Park,43.70142000000004,-79.34904999999998,Food Basics,43.70531094557909,-79.34732168914252,Supermarket
Thorncliffe Park,43.70142000000004,-79.34904999999998,Anatolian's Turkish Restaurant,43.708056671215886,-79.34263647483004,Turkish Restaurant
